Age,Annual_Income,CIBIL_Score,Employment_Type,Work_Experience_Years,Loan_Amount_Requested,Loan_Purpose,Existing_Loans,Credit_History_Years,Monthly_Debt,Dependents,Education_Level,Property_Ownership,City_Tier,Monthly_Income,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Age_Income_Product,Experience_to_Age_Ratio,Loan_Approved
50,1144826,762,Salaried,5,240108,Business,0,16,22785,3,Bachelor,Owned,1,95402.16666666667,0.2388310538020625,0.2097331821604331,57.2413,0.1,1
57,1144826,762,Self-Employed,33,240108,Vehicle,0,12,30033,4,Bachelor,Rented,3,95402.16666666667,0.314804171114213,0.2097331821604331,65.255082,0.5789473684210527,1
49,1144826,762,Self-Employed,27,240108,Education,2,4,59568,0,Master,Owned,1,95402.16666666667,0.6243883349958858,0.2097331821604331,56.096474,0.5510204081632653,1
42,1144826,762,Salaried,8,240108,Personal,2,6,15856,1,Master,Owned,2,95402.16666666667,0.1662016760625632,0.2097331821604331,48.082692,0.19047619047619047,1
24,1144826,762,Self-Employed,28,240108,Home,1,8,54764,0,Bachelor,Rented,2,95402.16666666667,0.5740330845036713,0.2097331821604331,27.475824,1.1666666666666667,1
40,1144826,762,Salaried,33,240108,Personal,0,24,76370,0,Bachelor,Owned,1,95402.16666666667,0.8005059284118284,0.2097331821604331,45.79304,0.825,1
52,1144826,762,Business,11,240108,Personal,0,13,80761,3,Master,Rented,3,95402.16666666667,0.8465321367613943,0.2097331821604331,59.530952,0.21153846153846154,1
56,1144826,762,Salaried,15,240108,Home,1,18,91958,4,High School,Owned,2,95402.16666666667,0.9638984439556754,0.2097331821604331,64.110256,0.26785714285714285,1
24,1144826,762,Salaried,6,240108,Home,1,0,69899,3,Bachelor,Rented,1,95402.16666666667,0.7326772802155087,0.2097331821604331,27.475824,0.25,0
47,1144826,762,Business,30,240108,Education,1,2,37580,2,Bachelor,Rented,3,95402.16666666667,0.3939113891543343,0.2097331821604331,53.806822,0.6382978723404256,1
37,1144826,762,Salaried,32,240108,Education,2,15,24815,2,Master,Mortgaged,2,95402.16666666667,0.2601093965371157,0.2097331821604331,42.358562,0.8648648648648649,1
32,1144826,762,Business,6,240108,Education,1,7,82036,2,Master,Rented,2,95402.16666666667,0.8598966131097651,0.2097331821604331,36.634432,0.1875,1
42,1144826,762,Self-Employed,2,240108,Vehicle,2,6,28233,3,Bachelor,Owned,1,95402.16666666667,0.29593667509298355,0.2097331821604331,48.082692,0.047619047619047616,1
37,1144826,762,Business,19,240108,Personal,0,20,15765,0,High School,Rented,3,95402.16666666667,0.1652478193192677,0.2097331821604331,42.358562,0.5135135135135135,1
30,1144826,762,Salaried,4,240108,Home,1,10,56625,1,Bachelor,Rented,1,95402.16666666667,0.5935399790011757,0.2097331821604331,34.34478,0.13333333333333333,1
21,1144826,762,Self-Employed,2,240108,Business,2,14,23970,1,High School,Owned,1,95402.16666666667,0.25125215534937184,0.2097331821604331,24.041346,0.09523809523809523,1
42,1144826,762,Self-Employed,37,240108,Personal,1,24,67564,3,High School,Rented,3,95402.16666666667,0.7082019450990805,0.2097331821604331,48.082692,0.8809523809523809,1
46,1144826,762,Self-Employed,14,240108,Home,3,12,86671,0,Bachelor,Owned,2,95402.16666666667,0.9084804153644309,0.2097331821604331,52.661996,0.30434782608695654,1
38,1144826,762,Salaried,34,240108,Personal,1,19,80675,2,Bachelor,Owned,2,95402.16666666667,0.8456306897292689,0.2097331821604331,43.503388,0.8947368421052632,1
34,1144826,762,Salaried,22,240108,Home,2,5,69180,3,Bachelor,Owned,1,95402.16666666667,0.725140763749251,0.2097331821604331,38.924084,0.6470588235294118,1
49,1144826,762,Salaried,32,240108,Personal,1,4,33354,2,Master,Rented,1,95402.16666666667,0.3496147012733813,0.2097331821604331,56.096474,0.6530612244897959,1
32,1144826,762,Salaried,1,240108,Education,1,21,38923,0,High School,Mortgaged,1,95402.16666666667,0.4079886375746183,0.2097331821604331,36.634432,0.03125,1
56,1144826,762,Self-Employed,35,240108,Vehicle,0,3,96770,2,Master,Rented,3,95402.16666666667,1.0,0.2097331821604331,64.110256,0.625,0
55,1144826,762,Salaried,20,240108,Education,1,18,56178,0,PhD,Rented,1,95402.16666666667,0.5888545508225704,0.2097331821604331,62.96543,0.36363636363636365,1
32,1144826,762,Business,13,240108,Home,0,14,68168,2,PhD,Mortgaged,3,95402.16666666667,0.7145330382084264,0.2097331821604331,36.634432,0.40625,1
27,1144826,762,Salaried,13,240108,Home,0,20,51282,2,Bachelor,Mortgaged,3,95402.16666666667,0.5375349616448264,0.2097331821604331,30.910302,0.48148148148148145,1
49,1144826,762,Salaried,10,240108,Personal,0,4,40594,4,Bachelor,Owned,1,95402.16666666667,0.42550396304765964,0.2097331821604331,56.096474,0.20408163265306123,1
31,1144826,762,Salaried,3,240108,Home,1,10,31345,0,Bachelor,Owned,2,95402.16666666667,0.3285564793252424,0.2097331821604331,35.489606,0.0967741935483871,1
53,1144826,762,Self-Employed,29,240108,Personal,0,17,28755,0,Bachelor,Rented,2,95402.16666666667,0.3014082489391401,0.2097331821604331,60.675778,0.5471698113207547,1
26,1144826,762,Salaried,35,240108,Education,3,9,983,2,Bachelor,Rented,2,95402.16666666667,0.01030374921603807,0.2097331821604331,29.765476,1.3461538461538463,1
35,1144826,762,Salaried,19,240108,Personal,1,15,65301,1,Bachelor,Owned,2,95402.16666666667,0.6844813098235015,0.2097331821604331,40.06891,0.5428571428571428,1
52,1144826,762,Self-Employed,15,240108,Business,0,3,16896,2,Bachelor,Mortgaged,3,95402.16666666667,0.1771028959859402,0.2097331821604331,59.530952,0.28846153846153844,1
31,1144826,762,Salaried,33,240108,Personal,0,18,75316,4,Bachelor,Rented,2,95402.16666666667,0.7894579612971753,0.2097331821604331,35.489606,1.064516129032258,1
43,1144826,762,Business,7,240108,Personal,1,22,4586,1,Bachelor,Owned,1,95402.16666666667,0.04807018708519897,0.2097331821604331,49.227518,0.16279069767441862,1
46,1144826,762,Business,19,240108,Home,0,4,3079,0,High School,Rented,2,95402.16666666667,0.032273900138536336,0.2097331821604331,52.661996,0.41304347826086957,1
54,1144826,762,Salaried,20,240108,Business,1,14,67728,2,Master,Mortgaged,2,95402.16666666667,0.7099209836254592,0.2097331821604331,61.820604,0.37037037037037035,1
54,1144826,762,Business,39,240108,Vehicle,0,5,83653,1,High School,Owned,1,95402.16666666667,0.8768459137021696,0.2097331821604331,61.820604,0.7222222222222222,1
49,1144826,762,Self-Employed,29,240108,Vehicle,0,22,87802,2,PhD,Mortgaged,2,95402.16666666667,0.9203354920311033,0.2097331821604331,56.096474,0.5918367346938775,1
24,1144826,762,Salaried,35,240108,Vehicle,0,1,40070,1,Bachelor,Mortgaged,2,95402.16666666667,0.42001142531703506,0.2097331821604331,27.475824,1.4583333333333333,1
37,1144826,762,Salaried,4,240108,Vehicle,1,9,45692,3,Bachelor,Rented,1,95402.16666666667,0.478940904556675,0.2097331821604331,42.358562,0.10810810810810811,1
55,1144826,762,Self-Employed,20,240108,Education,2,19,56126,3,High School,Owned,1,95402.16666666667,0.5883094898264015,0.2097331821604331,62.96543,0.36363636363636365,1
33,1144826,762,Business,37,240108,Personal,0,5,60254,3,Bachelor,Owned,1,95402.16666666667,0.631578947368421,0.2097331821604331,37.779258,1.121212121212121,1
61,1144826,762,Salaried,22,240108,Home,1,18,83364,1,Bachelor,Owned,2,95402.16666666667,0.8738166323965388,0.2097331821604331,69.834386,0.36065573770491804,0
59,1144826,762,Salaried,18,240108,Business,0,5,51267,3,PhD,Rented,3,95402.16666666667,0.5373777325113162,0.2097331821604331,67.544734,0.3050847457627119,1
35,1144826,762,Self-Employed,9,240108,Education,0,14,15935,3,Master,Owned,3,95402.16666666667,0.1670297494990505,0.2097331821604331,40.06891,0.2571428571428571,1
49,1144826,762,Salaried,26,240108,Business,2,0,58621,2,High School,Mortgaged,2,95402.16666666667,0.6144619357002723,0.2097331821604331,56.096474,0.5306122448979592,0
49,1144826,762,Self-Employed,34,240108,Personal,1,7,35590,3,Bachelor,Rented,2,95402.16666666667,0.3730523241086418,0.2097331821604331,56.096474,0.6938775510204082,1
31,1144826,762,Self-Employed,12,240108,Business,1,20,14735,0,Bachelor,Mortgaged,3,95402.16666666667,0.15445141881823088,0.2097331821604331,35.489606,0.3870967741935484,1
52,1144826,762,Salaried,8,240108,Education,3,10,16344,2,Master,Mortgaged,2,95402.16666666667,0.17131686387276318,0.2097331821604331,59.530952,0.15384615384615385,1
22,1144826,762,Salaried,16,240108,Home,1,13,99683,0,Bachelor,Mortgaged,1,95402.16666666667,1.0,0.2097331821604331,25.186172,0.7272727272727273,1
34,1144826,762,Self-Employed,30,240108,Home,0,0,54029,1,Master,Rented,2,95402.16666666667,0.5663288569616692,0.2097331821604331,38.924084,0.8823529411764706,1
40,1144826,762,Salaried,23,240108,Business,0,13,24825,2,Master,Rented,2,95402.16666666667,0.2602142159594558,0.2097331821604331,45.79304,0.575,1
42,1144826,762,Salaried,18,240108,Personal,1,9,15523,0,Bachelor,Mortgaged,1,95402.16666666667,0.16271118929863576,0.2097331821604331,48.082692,0.42857142857142855,1
31,1144826,762,Self-Employed,29,240108,Home,1,16,41844,0,Master,Rented,3,95402.16666666667,0.43860639084018005,0.2097331821604331,35.489606,0.9354838709677419,1
47,1144826,762,Business,4,240108,Personal,0,10,20296,0,Bachelor,Rented,2,95402.16666666667,0.2127414995815958,0.2097331821604331,53.806822,0.0851063829787234,1
23,1144826,762,Self-Employed,7,240108,Home,1,9,86399,1,Bachelor,Mortgaged,2,95402.16666666667,0.9056293270767785,0.2097331821604331,26.330998,0.30434782608695654,1
37,1144826,762,Salaried,36,240108,Business,1,14,15744,0,Master,Owned,2,95402.16666666667,0.16502769853235338,0.2097331821604331,42.358562,0.972972972972973,1
64,1144826,762,Self-Employed,35,240108,Home,3,11,1639,3,Bachelor,Mortgaged,1,95402.16666666667,0.017179903321552795,0.2097331821604331,73.268864,0.546875,1
48,1144826,762,Salaried,24,240108,Personal,2,2,63228,2,Bachelor,Owned,1,95402.16666666667,0.6627522435723856,0.2097331821604331,54.951648,0.5,1
49,1144826,762,Self-Employed,4,240108,Personal,2,21,10809,1,Bachelor,Rented,2,95402.16666666667,0.1132993136074827,0.2097331821604331,56.096474,0.08163265306122448,1
41,1144826,762,Self-Employed,32,240108,Business,0,17,18455,0,Master,Rented,1,95402.16666666667,0.1934442439287717,0.2097331821604331,46.937866,0.7804878048780488,1
36,1144826,762,Business,21,240108,Business,0,23,61020,0,Bachelor,Rented,1,95402.16666666667,0.6396081151196775,0.2097331821604331,41.213736,0.5833333333333334,1
57,1144826,762,Business,24,240108,Home,1,6,97222,0,Master,Rented,2,95402.16666666667,1.0,0.2097331821604331,65.255082,0.42105263157894735,0
40,1144826,762,Salaried,28,240108,Business,1,10,19582,0,Bachelor,Rented,2,95402.16666666667,0.20525739282650812,0.2097331821604331,45.79304,0.7,1
26,1144826,762,Business,29,240108,Education,2,17,70829,2,Master,Rented,2,95402.16666666667,0.7424254864931439,0.2097331821604331,29.765476,1.1153846153846154,0
39,1144826,762,Business,29,240108,Home,2,16,78910,1,Master,Rented,2,95402.16666666667,0.82713006168623,0.2097331821604331,44.648214,0.7435897435897436,1
25,1144826,762,Self-Employed,30,240108,Education,2,22,95383,1,High School,Owned,1,95402.16666666667,0.9997990961071813,0.2097331821604331,28.62065,1.2,1
23,1144826,762,Salaried,33,240108,Business,0,15,79699,1,Bachelor,Owned,1,95402.16666666667,0.835400314108869,0.2097331821604331,26.330998,1.434782608695652,1
21,1144826,762,Self-Employed,27,240108,Education,1,22,81566,1,High School,Rented,1,95402.16666666667,0.8549701002597774,0.2097331821604331,24.041346,1.2857142857142858,0
58,1144826,762,Salaried,9,240108,Vehicle,0,2,49625,1,Bachelor,Owned,3,95402.16666666667,0.5201663833630613,0.2097331821604331,66.399908,0.15517241379310345,1
35,1144826,762,Self-Employed,3,240108,Personal,2,12,4005,0,Master,Mortgaged,1,95402.16666666667,0.041980178647235473,0.2097331821604331,40.06891,0.08571428571428572,1
54,1144826,762,Salaried,32,240108,Education,2,7,51195,1,Master,Mortgaged,3,95402.16666666667,0.536623032670467,0.2097331821604331,61.820604,0.5925925925925926,1
55,1144826,762,Self-Employed,16,240108,Home,0,23,73454,0,High School,Rented,3,95402.16666666667,0.7699405848574368,0.2097331821604331,62.96543,0.2909090909090909,1
45,1144826,762,Business,10,240108,Business,1,4,88813,3,High School,Rented,1,95402.16666666667,0.9309327356296939,0.2097331821604331,51.51717,0.2222222222222222,1
44,1144826,762,Salaried,6,240108,Education,1,6,38698,2,Bachelor,Rented,2,95402.16666666667,0.40563020057196464,0.2097331821604331,50.372344,0.13636363636363635,1
32,1144826,762,Self-Employed,16,240108,Personal,0,18,97287,0,Bachelor,Owned,3,95402.16666666667,1.0,0.2097331821604331,36.634432,0.5,1
38,1144826,762,Salaried,27,240108,Education,3,21,4319,1,High School,Rented,3,95402.16666666667,0.045271508508716606,0.2097331821604331,43.503388,0.7105263157894737,1
35,1144826,762,Self-Employed,16,240108,Personal,2,18,22727,4,Master,Mortgaged,1,95402.16666666667,0.23822310115248954,0.2097331821604331,40.06891,0.45714285714285713,1
64,1144826,762,Self-Employed,9,240108,Business,1,11,35663,0,Bachelor,Owned,2,95402.16666666667,0.373817505891725,0.2097331821604331,73.268864,0.140625,1
36,1144826,762,Salaried,25,240108,Personal,2,8,80410,0,Bachelor,Rented,1,95402.16666666667,0.8428529750372545,0.2097331821604331,41.213736,0.6944444444444444,1
47,1144826,762,Salaried,5,240108,Personal,2,22,31934,1,High School,Mortgaged,3,95402.16666666667,0.33473034330107804,0.2097331821604331,53.806822,0.10638297872340426,1
28,1144826,762,Business,16,240108,Home,1,16,82624,1,Bachelor,Mortgaged,2,95402.16666666667,0.8660599951433667,0.2097331821604331,32.055128,0.5714285714285714,1
45,1144826,762,Salaried,15,240108,Personal,1,23,14910,4,Master,Rented,2,95402.16666666667,0.15628575870918374,0.2097331821604331,51.51717,0.3333333333333333,1
37,1144826,762,Self-Employed,38,240108,Personal,2,24,91012,1,Bachelor,Owned,1,95402.16666666667,0.9539825266022959,0.2097331821604331,42.358562,1.027027027027027,0
49,1144826,762,Self-Employed,25,240108,Education,2,9,77875,3,Master,Owned,1,95402.16666666667,0.8162812514740231,0.2097331821604331,56.096474,0.5102040816326531,1
28,1144826,762,Salaried,3,240108,Personal,0,17,43344,1,Bachelor,Rented,3,95402.16666666667,0.4543293041912046,0.2097331821604331,32.055128,0.10714285714285714,1
35,1144826,762,Business,19,240108,Home,2,0,94802,1,Bachelor,Owned,1,95402.16666666667,0.9937090876692178,0.2097331821604331,40.06891,0.5428571428571428,1
47,1144826,762,Salaried,10,240108,Home,0,14,26499,1,Bachelor,Rented,1,95402.16666666667,0.2777609872591992,0.2097331821604331,53.806822,0.2127659574468085,1
27,1144826,762,Salaried,22,240108,Education,1,10,78156,2,High School,Rented,1,95402.16666666667,0.8192266772417817,0.2097331821604331,30.910302,0.8148148148148148,1
23,1144826,762,Salaried,32,240108,Education,1,3,96950,2,Master,Owned,2,95402.16666666667,1.0,0.2097331821604331,26.330998,1.391304347826087,1
49,1144826,762,Salaried,30,240108,Home,0,24,78297,2,Master,Owned,2,95402.16666666667,0.8207046310967779,0.2097331821604331,56.096474,0.6122448979591837,1
64,1144826,762,Self-Employed,6,240108,Personal,0,5,80680,0,Bachelor,Rented,1,95402.16666666667,0.845683099440439,0.2097331821604331,73.268864,0.09375,1
44,1144826,762,Self-Employed,21,240108,Home,1,12,9722,1,Bachelor,Owned,3,95402.16666666667,0.10190544239910693,0.2097331821604331,50.372344,0.4772727272727273,1
23,1144826,762,Self-Employed,4,240108,Home,0,7,19234,1,Master,Rented,3,95402.16666666667,0.20160967692907045,0.2097331821604331,26.330998,0.17391304347826086,1
40,1144826,762,Self-Employed,36,240108,Home,2,6,33592,3,Master,Rented,2,95402.16666666667,0.35210940352507714,0.2097331821604331,45.79304,0.9,1
35,1144826,762,Salaried,0,240108,Home,0,4,79255,3,Master,Rented,3,95402.16666666667,0.8307463317569657,0.2097331821604331,40.06891,0.0,1
45,1144826,762,Salaried,5,240108,Home,0,4,67380,0,Bachelor,Rented,1,95402.16666666667,0.7062732677280216,0.2097331821604331,51.51717,0.1111111111111111,1
50,1144826,762,Business,3,240108,Personal,0,15,68381,0,Bachelor,Mortgaged,3,95402.16666666667,0.7167656919042719,0.2097331821604331,57.2413,0.06,1
34,1144826,762,Business,29,240108,Personal,0,5,763,0,Master,Mortgaged,2,95402.16666666667,0.007997721924554474,0.2097331821604331,38.924084,0.8529411764705882,1
27,1144826,762,Salaried,29,240108,Education,3,15,14325,0,Bachelor,Mortgaged,1,95402.16666666667,0.15015382250228418,0.2097331821604331,30.910302,1.0740740740740742,1
37,1144826,762,Self-Employed,16,240108,Education,0,14,71884,4,High School,Owned,3,95402.16666666667,0.7534839355500311,0.2097331821604331,42.358562,0.43243243243243246,1
64,1144826,762,Salaried,23,240108,Home,1,5,4453,3,Master,Mortgaged,2,95402.16666666667,0.046676088768074796,0.2097331821604331,73.268864,0.359375,1
40,1144826,762,Salaried,30,240108,Personal,1,20,18680,0,Master,Rented,2,95402.16666666667,0.1958026809314254,0.2097331821604331,45.79304,0.75,1
56,1144826,762,Self-Employed,27,240108,Personal,0,7,1172,0,Bachelor,Mortgaged,3,95402.16666666667,0.01228483629826716,0.2097331821604331,64.110256,0.48214285714285715,1
29,1144826,762,Salaried,3,240108,Vehicle,2,2,78493,2,Bachelor,Mortgaged,2,95402.16666666667,0.8227590917746452,0.2097331821604331,33.199954,0.10344827586206896,0
58,1144826,762,Salaried,38,240108,Vehicle,0,8,60900,1,High School,Mortgaged,1,95402.16666666667,0.6383502820515956,0.2097331821604331,66.399908,0.6551724137931034,1
42,1144826,762,Self-Employed,18,240108,Business,1,20,88676,0,Bachelor,Rented,2,95402.16666666667,0.9294967095436336,0.2097331821604331,48.082692,0.42857142857142855,1
22,1144826,762,Business,23,240108,Personal,1,8,62229,1,Bachelor,Owned,3,95402.16666666667,0.6522807832806033,0.2097331821604331,25.186172,1.0454545454545454,1
44,1144826,762,Business,6,240108,Vehicle,1,4,2990,0,Bachelor,Mortgaged,3,95402.16666666667,0.03134100727970888,0.2097331821604331,50.372344,0.13636363636363635,1
28,1144826,762,Salaried,8,240108,Home,1,18,64829,1,High School,Rented,3,95402.16666666667,0.6795338330890458,0.2097331821604331,32.055128,0.2857142857142857,1
31,1144826,762,Salaried,21,240108,Education,2,24,6654,0,Bachelor,Mortgaged,1,95402.16666666667,0.06974684362514477,0.2097331821604331,35.489606,0.6774193548387096,1
33,1144826,762,Salaried,1,240108,Personal,2,15,12574,1,Master,Mortgaged,1,95402.16666666667,0.13179994165052156,0.2097331821604331,37.779258,0.030303030303030304,1
37,1144826,762,Self-Employed,26,240108,Home,1,15,63875,1,Bachelor,Mortgaged,3,95402.16666666667,0.6695340601977943,0.2097331821604331,42.358562,0.7027027027027027,1
28,1144826,762,Business,15,240108,Home,0,17,24349,1,Bachelor,Owned,1,95402.16666666667,0.25522481145606407,0.2097331821604331,32.055128,0.5357142857142857,1
41,1144826,762,Business,4,240108,Personal,0,11,8925,0,Master,Rented,3,95402.16666666667,0.09355133443859591,0.2097331821604331,46.937866,0.0975609756097561,1
38,1144826,762,Self-Employed,11,240108,Home,2,15,44008,2,Bachelor,Owned,2,95402.16666666667,0.46128931383459143,0.2097331821604331,43.503388,0.2894736842105263,1
50,1144826,762,Salaried,25,240108,Home,2,4,62342,1,Master,Mortgaged,2,95402.16666666667,0.6534652427530472,0.2097331821604331,57.2413,0.5,1
38,1144826,762,Salaried,14,240108,Home,0,2,96398,2,High School,Rented,3,95402.16666666667,1.0,0.2097331821604331,43.503388,0.3684210526315789,1
